ticker,name,raw_composite,sector,industry,cap_bucket,price,ret_5d,ret_1m,ret_3m,ret_6m,ret_12m,asof_date
EL,"Estee Lauder Companies, Inc. (T",81.1000,Consumer Defensive,Household & Personal Products,Large,108.2400,0.0932,-0.0641,0.2082,0.1989,0.5810,2026-02-13
CALX,"Calix, Inc",81.0000,Technology,Software - Infrastructure,Mid,53.3200,-0.0405,-0.0969,-0.1158,-0.0637,0.3101,2026-02-13
COMP,"Compass, Inc.",80.9000,Real Estate,Real Estate Services,Mid,10.4100,-0.1911,-0.1732,0.0969,0.1856,0.3734,2026-02-13
AA,Alcoa Corporation,80.8000,Basic Materials,Aluminum,Large,59.9500,-0.0386,-0.0605,0.5698,0.9223,0.6690,2026-02-13
DG,Dollar General Corporation,80.7000,Consumer Defensive,Discount Stores,Large,153.8400,0.0439,0.0139,0.4828,0.3783,1.1586,2026-02-13
CGNX,Cognex Corporation,80.4000,Technology,Scientific & Technical Instruments,Mid,58.7900,0.3447,0.4484,0.5868,0.3799,0.7488,2026-02-13
DYN,"Dyne Therapeutics, Inc.",79.9000,Healthcare,Biotechnology,Mid,15.5400,-0.0853,-0.0536,-0.1747,0.2553,0.1060,2026-02-13
AMAT,"Applied Materials, Inc.",79.8000,Technology,Semiconductor Equipment & Materials,Mega,354.9100,0.0736,0.1123,0.5930,1.2047,0.9453,2026-02-13
APP,Applovin Corporation,79.6000,Communication Services,Advertising Agencies,Large,390.5500,-0.1517,-0.3566,-0.2978,-0.1097,-0.1720,2026-02-13
DXPE,"DXP Enterprises, Inc.",79.5000,Industrials,Industrial Distribution,Mid,148.5500,-0.0204,0.2308,0.6942,0.2701,0.5161,2026-02-13
ENS,EnerSys,79.5000,Industrials,Electrical Equipment & Parts,Mid,179.2000,0.0164,0.0722,0.3049,0.8301,0.7722,2026-02-13
FTI,TechnipFMC plc,79.5000,Energy,Oil & Gas Equipment & Services,Large,61.3600,0.0232,0.1730,0.4234,0.7582,1.0386,2026-02-13
ADEA,Adeia Inc.,79.1000,Technology,Software - Application,Mid,18.8100,-0.0203,-0.0188,0.4375,0.2650,0.4450,2026-02-13
AMTM,"Amentum Holdings, Inc.",79.0000,Industrials,Specialty Business Services,Mid,31.0000,-0.1528,-0.1035,0.3989,0.2311,0.5649,2026-02-13
FSLR,"First Solar, Inc.",78.9000,Technology,Solar,Large,225.6500,0.0158,-0.0738,-0.1206,0.1285,0.4073,2026-02-13
BKD,Brookdale Senior Living Inc.,78.4000,Healthcare,Medical Care Facilities,Mid,16.5100,0.0141,0.4676,0.5967,1.2585,2.1092,2026-02-13
DY,"Dycom Industries, Inc.",78.4000,Industrials,Engineering & Construction,Large,427.4800,0.0294,0.1691,0.5122,0.5870,1.3055,2026-02-13
CHRW,"C.H. Robinson Worldwide, Inc.",78.3000,Industrials,Integrated Freight & Logistics,Large,176.0100,-0.1213,0.0039,0.1652,0.4647,0.8239,2026-02-13
DINO,HF Sinclair Corporation,78.1000,Energy,Oil & Gas Refining & Marketing,Large,58.5300,0.0057,0.1748,0.0930,0.3319,0.6666,2026-02-13
ATI,ATI Inc.,78.0000,Industrials,Metal Fabrication,Large,143.9300,0.0610,0.1479,0.4603,0.9863,1.3506,2026-02-13
CLF,Cleveland-Cliffs Inc.,77.7000,Basic Materials,Steel,Mid,10.3800,-0.1568,-0.2741,-0.0124,-0.0029,-0.0887,2026-02-13
CW,Curtiss-Wright Corporation,77.5000,Industrials,Aerospace & Defense,Large,684.2200,0.0465,0.0357,0.2533,0.4052,1.0287,2026-02-13
CAT,"Caterpillar, Inc.",77.4000,Industrials,Farm & Heavy Construction Machinery,Mega,774.2000,0.0432,0.1991,0.4019,0.9084,1.2190,2026-02-13
AIR,AAR Corp.,77.4000,Industrials,Aerospace & Defense,Mid,112.9800,-0.0119,0.0685,0.4108,0.4988,0.7079,2026-02-13
ANET,"Arista Networks, Inc.",77.3000,Technology,Computer Hardware,Large,141.5900,-0.0011,0.0842,0.0866,0.0312,0.2901,2026-02-13
CRS,Carpenter Technology Corporatio,77.2000,Industrials,Metal Fabrication,Large,379.8000,0.0405,0.1173,0.1703,0.5654,1.0806,2026-02-13
EVR,Evercore Inc.,77.1000,Financial Services,Capital Markets,Large,322.2800,-0.1039,-0.1588,0.0539,0.0528,0.2203,2026-02-13
AMR,"Alpha Metallurgical Resources, ",77.0000,Basic Materials,Coking Coal,Mid,185.5200,-0.0882,-0.2569,0.1636,0.2645,0.0055,2026-02-13
CRSP,CRISPR Therapeutics AG,76.1000,Healthcare,Biotechnology,Mid,53.0700,0.0678,-0.0210,0.0383,-0.1115,0.2203,2026-02-13
BC,Brunswick Corporation,76.1000,Consumer Cyclical,Recreational Vehicles,Mid,87.0400,-0.0009,-0.0190,0.3694,0.3939,0.3777,2026-02-13
CRNX,"Crinetics Pharmaceuticals, Inc.",75.9000,Healthcare,Biotechnology,Mid,42.7000,-0.0719,-0.2433,0.0307,0.3900,0.2110,2026-02-13
BWA,BorgWarner Inc.,75.9000,Consumer Cyclical,Auto Parts,Large,62.8000,0.1907,0.2922,0.3887,0.5283,1.1683,2026-02-13
AS,"Amer Sports, Inc.",75.6000,Consumer Cyclical,Leisure,Large,39.8100,0.0068,0.0676,0.3091,0.0284,0.2892,2026-02-13
BOOT,"Boot Barn Holdings, Inc.",75.4000,Consumer Cyclical,Apparel Retail,Mid,187.9900,-0.0767,0.0031,0.0471,0.1604,0.3950,2026-02-13
CYTK,"Cytokinetics, Incorporated",75.2000,Healthcare,Biotechnology,Mid,66.2600,0.0458,0.0445,0.0113,0.7135,0.5920,2026-02-13
CRL,Charles River Laboratories Inte,75.2000,Healthcare,Diagnostics & Research,Mid,161.3500,-0.1311,-0.2780,-0.0465,0.0298,0.0534,2026-02-13
BA,Boeing Company (The),74.9000,Industrials,Aerospace & Defense,Large,242.9600,-0.0072,-0.0193,0.2486,0.0327,0.3102,2026-02-13
EXAS,Exact Sciences Corporation,74.7000,Healthcare,Diagnostics & Research,Large,103.2400,-0.0008,0.0088,0.5238,1.2640,1.0407,2026-02-13
DBD,Diebold Nixdorf Incorporated,74.6000,Technology,Software - Application,Mid,80.3000,0.1315,0.1440,0.2299,0.2968,0.7085,2026-02-13
AMG,"Affiliated Managers Group, Inc.",74.4000,Financial Services,Asset Management,Mid,329.7900,0.0826,0.0235,0.2728,0.5080,0.9578,2026-02-13
GNRC,Generac Holdlings Inc.,74.3000,Industrials,Specialty Industrial Machinery,Large,224.4500,0.2078,0.3904,0.4515,0.1290,0.5286,2026-02-13
BTSG,"BrightSpring Health Services, I",74.2000,Healthcare,Health Information Services,Mid,38.8600,-0.0226,-0.0187,0.2239,0.7317,0.7600,2026-02-13
GOOGL,Alphabet Inc.,74.0000,Communication Services,Internet Content & Information,Mega,305.7200,-0.0574,-0.0813,0.0982,0.5017,0.6489,2026-02-13
CACI,"CACI International, Inc.",73.8000,Technology,Information Technology Services,Large,573.3000,-0.1004,-0.0864,-0.0238,0.1731,0.6714,2026-02-13
GOOG,Alphabet Inc.,73.8000,Communication Services,Internet Content & Information,Mega,306.0200,-0.0567,-0.0815,0.0971,0.4957,0.6351,2026-02-13
CMI,Cummins Inc.,73.7000,Industrials,Specialty Industrial Machinery,Large,601.0100,-0.0006,0.0455,0.2912,0.5189,0.6599,2026-02-13
ELF,"e.l.f. Beauty, Inc.",73.3000,Consumer Defensive,Household & Personal Products,Mid,81.5000,0.0945,-0.0861,0.0956,-0.2996,0.0874,2026-02-13
FOLD,"Amicus Therapeutics, Inc.",73.3000,Healthcare,Biotechnology,Mid,14.3100,0.0007,0.0000,0.5256,0.9338,0.4844,2026-02-13
EXPE,"Expedia Group, Inc.",73.3000,Consumer Cyclical,Travel Services,Large,212.6700,-0.1006,-0.2773,-0.2032,0.0289,0.0551,2026-02-13
BEPC,Brookfield Renewable Corporatio,72.8000,Utilities,Utilities - Renewable,Mid,43.8400,0.0224,0.1302,0.0554,0.3371,0.6704,2026-02-13
BEAM,Beam Therapeutics Inc.,72.7000,Healthcare,Biotechnology,Mid,27.9200,0.0235,-0.1289,0.2890,0.5668,-0.0241,2026-02-13
CWK,Cushman & Wakefield Ltd.,72.6000,Real Estate,Real Estate Services,Mid,12.8900,-0.2102,-0.2449,-0.1700,-0.1279,-0.0008,2026-02-13
FLS,Flowserve Corporation,72.5000,Industrials,Specialty Industrial Machinery,Large,89.6900,0.0477,0.1706,0.3229,0.7162,0.4515,2026-02-13
ALHC,"Alignment Healthcare, Inc.",72.3000,Healthcare,Healthcare Plans,Mid,20.1900,-0.0275,-0.1027,0.2039,0.3415,0.4557,2026-02-13
CTRI,"Centuri Holdings, Inc.",72.2000,Utilities,Utilities - Regulated Gas,Mid,31.0100,0.0378,0.1623,0.4809,0.5216,0.4945,2026-02-13
DOCN,"DigitalOcean Holdings, Inc.",72.0000,Technology,Software - Infrastructure,Mid,68.1600,0.0528,0.2890,0.5083,1.1959,0.4869,2026-02-13
ENVA,"Enova International, Inc.",71.4000,Financial Services,Credit Services,Mid,149.1200,-0.0606,-0.0394,0.1675,0.3939,0.3460,2026-02-13
ADI,"Analog Devices, Inc.",71.3000,Technology,Semiconductors,Large,337.1000,0.0438,0.1159,0.4242,0.4663,0.6369,2026-02-13
AZZ,AZZ Inc.,71.2000,Industrials,Specialty Business Services,Mid,140.2400,0.0523,0.1399,0.4386,0.2496,0.4337,2026-02-13
CG,The Carlyle Group Inc.,71.1000,Financial Services,Asset Management,Large,54.4900,-0.0738,-0.1706,0.0268,-0.1307,0.1034,2026-02-13
BG,Bunge Limited,71.0000,Consumer Defensive,Farm Products,Large,122.5300,0.0327,0.1259,0.2738,0.5225,0.8171,2026-02-13
BLD,TopBuild Corp.,70.9000,Industrials,Engineering & Construction,Large,550.9000,0.0546,0.1003,0.2980,0.2749,0.6841,2026-02-13
APTV,Aptiv PLC,70.9000,Consumer Cyclical,Auto Parts,Large,85.2000,0.0220,0.0314,0.0512,0.1486,0.2829,2026-02-13
CVI,CVR Energy Inc.,70.8000,Energy,Oil & Gas Refining & Marketing,Mid,23.1700,-0.0635,-0.0465,-0.3631,-0.1438,0.2717,2026-02-13
CCL,Carnival Corporation,70.7000,Consumer Cyclical,Travel Services,Large,31.7700,-0.0272,0.0841,0.2210,0.0725,0.2342,2026-02-13
DIOD,Diodes Incorporated,70.7000,Technology,Semiconductors,Mid,71.0700,0.1630,0.2366,0.5793,0.3473,0.3404,2026-02-13
ENTG,"Entegris, Inc.",70.7000,Technology,Semiconductor Equipment & Materials,Large,131.4300,0.0739,0.1585,0.6227,0.7075,0.2126,2026-02-13
AMRX,"Amneal Pharmaceuticals, Inc.",70.5000,Healthcare,Drug Manufacturers - Specialty & Generic,Mid,14.8200,0.0207,0.1236,0.2865,0.5683,0.8736,2026-02-13
CLMT,"Calumet, Inc",70.4000,Basic Materials,Specialty Chemicals,Mid,28.6100,0.1106,0.3915,0.5625,1.1037,0.7287,2026-02-13
AHR,"American Healthcare REIT, Inc.",70.3000,Real Estate,REIT - Healthcare Facilities,Mid,51.8000,0.0490,0.0796,0.0795,0.2951,0.8722,2026-02-13
GM,General Motors Company,70.1000,Consumer Cyclical,Auto Manufacturers,Large,81.0800,0.0050,0.0021,0.1301,0.4465,0.7106,2026-02-13
AX,"Axos Financial, Inc.",69.9000,Financial Services,Banks - Regional,Mid,97.2800,-0.0188,0.0369,0.2183,0.1047,0.3824,2026-02-13
APG,APi Group Corporation,69.6000,Industrials,Engineering & Construction,Large,44.4100,-0.0089,0.0440,0.1833,0.2588,0.7778,2026-02-13
CVCO,"Cavco Industries, Inc.",69.6000,Consumer Cyclical,Residential Construction,Mid,590.3800,0.0653,-0.1478,0.0730,0.2294,0.1029,2026-02-13
ANDE,"The Andersons, Inc.",69.5000,Consumer Defensive,Food Distribution,Mid,69.0300,0.0251,0.1806,0.4104,0.8266,0.7236,2026-02-13
GE,GE Aerospace,69.4000,Industrials,Aerospace & Defense,Mega,315.4100,-0.0042,-0.0142,0.0381,0.1803,0.5224,2026-02-13
ACAD,ACADIA Pharmaceuticals Inc.,69.3000,Healthcare,Biotechnology,Mid,22.0300,-0.0512,-0.1696,-0.0681,-0.1303,0.1143,2026-02-13
ESE,ESCO Technologies Inc.,69.2000,Technology,Scientific & Technical Instruments,Mid,268.4100,-0.0020,0.2264,0.2386,0.4503,0.6344,2026-02-13
COCO,"The Vita Coco Company, Inc.",69.1000,Consumer Defensive,Beverages - Non-Alcoholic,Mid,56.5800,-0.0313,0.0734,0.3118,0.7109,0.4040,2026-02-13
CEG,Constellation Energy Corporatio,69.1000,Utilities,Utilities - Independent Power Producers,Large,288.4300,0.0598,-0.1547,-0.1399,-0.1028,-0.0688,2026-02-13
CUBI,"Customers Bancorp, Inc",69.1000,Financial Services,Banks - Regional,Mid,72.7300,-0.0363,-0.0762,0.0842,0.1040,0.2898,2026-02-13
C,"Citigroup, Inc.",68.9000,Financial Services,Banks - Diversified,Large,110.8600,-0.1043,-0.0513,0.1070,0.1965,0.3854,2026-02-13
FBNC,First Bancorp,68.8000,Financial Services,Banks - Regional,Mid,60.9300,-0.0134,0.0591,0.2246,0.1771,0.4346,2026-02-13
CMC,Commercial Metals Company,68.8000,Basic Materials,Steel,Mid,79.6400,-0.0401,0.0532,0.3410,0.4219,0.5670,2026-02-13
ALNY,"Alnylam Pharmaceuticals, Inc.",68.6000,Healthcare,Biotechnology,Large,314.4000,-0.0175,-0.1249,-0.3074,-0.2996,0.1869,2026-02-13
BEN,"Franklin Resources, Inc.",68.5000,Financial Services,Asset Management,Large,27.0300,-0.0235,0.0408,0.2293,0.0968,0.4150,2026-02-13
ADM,Archer-Daniels-Midland Company,68.4000,Consumer Defensive,Farm Products,Large,69.5100,0.0321,0.0442,0.1915,0.1832,0.5800,2026-02-13
APA,APA Corporation,68.3000,Energy,Oil & Gas E&P,Mid,27.9200,0.0156,0.0836,0.1416,0.3917,0.3056,2026-02-13
ALGT,Allegiant Travel Company,67.9000,Industrials,Airlines,Mid,111.3000,-0.0231,0.2524,0.6734,0.8618,0.3648,2026-02-13
BPOP,"Popular, Inc.",67.8000,Financial Services,Banks - Regional,Mid,142.6300,-0.0318,0.1070,0.2405,0.2239,0.4227,2026-02-13
FSS,Federal Signal Corporation,67.6000,Industrials,Pollution & Treatment Controls,Mid,120.4900,0.0320,0.0307,0.0956,-0.0305,0.2480,2026-02-13
AES,The AES Corporation,67.5000,Utilities,Utilities - Diversified,Large,16.2800,0.0137,0.1408,0.2050,0.2534,0.6974,2026-02-13
FERG,Ferguson Enterprises Inc.,67.5000,Industrials,Industrial Distribution,Large,261.3600,-0.0010,0.0460,0.0791,0.1389,0.4481,2026-02-13
EWTX,"Edgewise Therapeutics, Inc.",67.5000,Healthcare,Biotechnology,Mid,30.0100,-0.0079,0.1282,0.4696,1.1208,0.1533,2026-02-13
ATMU,Atmus Filtration Technologies I,67.3000,Consumer Cyclical,Auto Parts,Mid,64.1200,0.0325,0.1208,0.3184,0.4792,0.6083,2026-02-13
CFG,"Citizens Financial Group, Inc.",67.2000,Financial Services,Banks - Regional,Large,65.1000,-0.0384,0.0816,0.2678,0.3701,0.4654,2026-02-13
DELL,Dell Technologies Inc.,67.1000,Technology,Computer Hardware,Large,117.4900,-0.0283,-0.0138,-0.1190,-0.1436,0.0854,2026-02-13
AXSM,"Axsome Therapeutics, Inc.",67.0000,Healthcare,Biotechnology,Mid,181.2100,-0.0110,0.0406,0.3189,0.6592,0.3761,2026-02-13
CC,Chemours Company (The),66.9000,Basic Materials,Specialty Chemicals,Mid,20.5200,0.0840,0.3188,0.6845,0.4137,0.1977,2026-02-13
AGCO,AGCO Corporation,66.8000,Industrials,Farm & Heavy Construction Machinery,Large,140.4900,0.0541,0.2429,0.3307,0.2576,0.5123,2026-02-13
BFH,"Bread Financial Holdings, Inc.",66.8000,Financial Services,Credit Services,Mid,72.3700,-0.0710,0.0243,0.1703,0.2166,0.1988,2026-02-13
DD,"DuPont de Nemours, Inc.",66.8000,Basic Materials,Specialty Chemicals,Large,50.2200,0.0662,0.1574,0.2433,0.6595,0.4589,2026-02-13
CPRI,Capri Holdings Limited,66.7000,Consumer Cyclical,Luxury Goods,Mid,20.4200,0.0179,-0.2045,-0.0555,-0.0248,-0.0977,2026-02-13
CAH,"Cardinal Health, Inc.",66.7000,Healthcare,Medical Distribution,Large,220.7900,-0.0220,0.0343,0.0742,0.4843,0.7634,2026-02-13
ASO,"Academy Sports and Outdoors, In",66.0000,Consumer Cyclical,Specialty Retail,Mid,58.5600,0.0033,0.0074,0.3120,0.0896,0.1038,2026-02-13
DHI,"D.R. Horton, Inc.",65.9000,Consumer Cyclical,Residential Construction,Large,167.7800,0.0930,0.0451,0.1734,0.0191,0.3125,2026-02-13
F,Ford Motor Company,65.7000,Consumer Cyclical,Auto Manufacturers,Large,14.1200,0.0503,0.0335,0.0748,0.2621,0.6396,2026-02-13
ENSG,"The Ensign Group, Inc.",65.4000,Healthcare,Medical Care Facilities,Large,213.3400,0.0705,0.1624,0.2037,0.2848,0.6492,2026-02-13
ESI,Element Solutions Inc.,65.4000,Basic Materials,Specialty Chemicals,Mid,32.3600,0.0469,0.1014,0.2144,0.3056,0.2566,2026-02-13
DHT,"DHT Holdings, Inc.",65.3000,Energy,Oil & Gas Midstream,Mid,15.9100,0.0685,0.1980,0.1707,0.4205,0.4730,2026-02-13
CRUS,"Cirrus Logic, Inc.",65.2000,Technology,Semiconductors,Mid,144.6300,0.0358,0.1732,0.2095,0.3023,0.3523,2026-02-13
BHE,"Benchmark Electronics, Inc.",64.8000,Technology,Electronic Components,Mid,59.2300,0.0071,0.1958,0.3764,0.5299,0.4435,2026-02-13
GAP,"Gap, Inc. (The)",64.8000,Consumer Cyclical,Apparel Retail,Large,27.6700,0.0000,0.0143,0.1461,0.3562,0.2384,2026-02-13
DCI,"Donaldson Company, Inc.",64.7000,Industrials,Specialty Industrial Machinery,Large,109.4600,0.0051,0.0896,0.2716,0.5005,0.5844,2026-02-13
BANC,"Banc of California, Inc.",64.6000,Financial Services,Banks - Regional,Mid,20.0000,-0.0476,-0.0417,0.1817,0.3005,0.2933,2026-02-13
CASY,"Caseys General Stores, Inc.",64.6000,Consumer Cyclical,Specialty Retail,Large,665.8600,0.0105,0.0457,0.2419,0.3138,0.5110,2026-02-13
CRC,California Resources Corporatio,64.6000,Energy,Oil & Gas E&P,Mid,56.9200,0.0199,0.2057,0.1744,0.1996,0.2733,2026-02-13
AAP,Advance Auto Parts Inc.,64.3000,Consumer Cyclical,Auto Parts,Mid,58.8500,0.0642,0.3776,0.1788,0.0467,0.2392,2026-02-13
CWEN,"Clearway Energy, Inc.",64.0000,Utilities,Utilities - Renewable,Mid,40.7800,0.0435,0.1526,0.1605,0.4081,0.6434,2026-02-13
ARW,"Arrow Electronics, Inc.",63.9000,Technology,Electronics & Computer Distribution,Mid,156.1900,-0.0121,0.3164,0.4172,0.2625,0.4433,2026-02-13
ALV,"Autoliv, Inc.",63.7000,Consumer Cyclical,Auto Parts,Mid,124.9800,0.0113,-0.0355,0.0168,0.0631,0.3428,2026-02-13
GRBK,"Green Brick Partners, Inc.",63.7000,Consumer Cyclical,Residential Construction,Mid,80.5900,0.0778,0.0863,0.2651,0.1641,0.3354,2026-02-13
EWBC,"East West Bancorp, Inc.",63.4000,Financial Services,Banks - Regional,Large,117.8300,-0.0386,0.0250,0.1437,0.1796,0.2383,2026-02-13
GOLF,Acushnet Holdings Corp.,63.3000,Consumer Cyclical,Leisure,Mid,99.5600,-0.0361,0.0692,0.2503,0.2808,0.4782,2026-02-13
FDX,FedEx Corporation,63.0000,Industrials,Integrated Freight & Logistics,Large,374.7200,0.0278,0.1966,0.4088,0.6679,0.4578,2026-02-13
FHI,"Federated Hermes, Inc.",62.9000,Financial Services,Asset Management,Mid,55.4400,0.0396,0.0448,0.1342,0.0457,0.4849,2026-02-13
BIIB,Biogen Inc.,62.8000,Healthcare,Drug Manufacturers - General,Large,196.5200,0.0140,0.1658,0.1930,0.4179,0.4194,2026-02-13
GEF,Greif Inc.,62.8000,Consumer Cyclical,Packaging & Containers,Mid,76.8200,0.0350,0.0668,0.2606,0.1565,0.3092,2026-02-13
EBAY,eBay Inc.,62.7000,Consumer Cyclical,Internet Retail,Large,82.3800,-0.0570,-0.1425,-0.0208,-0.1765,0.2076,2026-02-13
EAT,"Brinker International, Inc.",62.5000,Consumer Cyclical,Restaurants,Mid,161.0700,-0.0592,-0.0338,0.3748,0.0184,0.0054,2026-02-13
BKV,BKV Corporation,62.2000,Energy,Oil & Gas E&P,Mid,30.5500,0.0036,0.1980,0.1485,0.4262,0.2729,2026-02-13
BK,The Bank of New York Mellon Cor,62.1000,Financial Services,Banks - Diversified,Large,117.7400,-0.0773,-0.0460,0.0650,0.1767,0.3837,2026-02-13
FCFS,"FirstCash Holdings, Inc.",61.9000,Financial Services,Credit Services,Mid,181.8900,-0.0072,0.0762,0.1543,0.3359,0.5631,2026-02-13
CTRE,"CareTrust REIT, Inc.",61.9000,Real Estate,REIT - Healthcare Facilities,Mid,40.0100,0.0417,0.0678,0.1297,0.2028,0.5727,2026-02-13
DRS,"Leonardo DRS, Inc.",61.7000,Industrials,Aerospace & Defense,Large,38.1300,-0.0520,-0.0977,0.1072,-0.0805,0.1975,2026-02-13
FIBK,"First Interstate BancSystem, In",61.6000,Financial Services,Banks - Regional,Mid,37.6600,-0.0226,0.0228,0.2132,0.2876,0.2254,2026-02-13
BDC,Belden Inc,61.6000,Technology,Communication Equipment,Mid,149.6200,0.0628,0.2308,0.3363,0.2063,0.3102,2026-02-13
EXPD,Expeditors International of Was,61.4000,Industrials,Integrated Freight & Logistics,Large,146.5000,-0.1047,-0.1054,0.0638,0.2287,0.3153,2026-02-13
COR,"Cencora, Inc.",60.9000,Healthcare,Medical Distribution,Large,360.8300,-0.0050,0.0172,-0.0093,0.2364,0.4895,2026-02-13
AGYS,"Agilysys, Inc.",60.4000,Technology,Software - Application,Mid,81.5000,-0.0528,-0.2890,-0.3505,-0.2299,-0.0410,2026-02-13
CNR,"Core Natural Resources, Inc.",60.0000,Energy,Thermal Coal,Mid,91.5100,-0.0311,-0.0664,0.1096,0.2923,0.0804,2026-02-13
CAKE,The Cheesecake Factory Incorpor,60.0000,Consumer Cyclical,Restaurants,Mid,58.6700,-0.0759,-0.0342,0.2785,-0.0633,0.1405,2026-02-13
CR,Crane Company,59.8000,Industrials,Specialty Industrial Machinery,Large,200.5200,0.0027,-0.0309,0.0811,0.0625,0.1954,2026-02-13
BKR,Baker Hughes Company,59.8000,Energy,Oil & Gas Equipment & Services,Large,61.2000,0.0277,0.1769,0.2881,0.4367,0.3479,2026-02-13
AWI,Armstrong World Industries Inc,59.8000,Industrials,Building Products & Equipment,Mid,200.2800,0.0021,0.0192,0.0851,0.0335,0.3186,2026-02-13
ARCB,ArcBest Corporation,59.7000,Industrials,Trucking,Mid,104.4000,-0.0383,0.1424,0.6005,0.4653,0.1062,2026-02-13
DAL,"Delta Air Lines, Inc.",59.7000,Industrials,Airlines,Large,69.0000,-0.0800,-0.0328,0.1517,0.1489,0.0900,2026-02-13
BKU,"BankUnited, Inc.",59.6000,Financial Services,Banks - Regional,Mid,48.7300,-0.0370,0.0437,0.2396,0.3189,0.2476,2026-02-13
BCO,Brinks Company (The),59.5000,Industrials,Security & Protection Services,Mid,130.6900,0.0025,0.0493,0.1505,0.1907,0.4089,2026-02-13
BURL,"Burlington Stores, Inc.",59.3000,Consumer Cyclical,Apparel Retail,Large,302.3700,-0.0506,-0.0128,0.0682,0.0790,0.2175,2026-02-13
CLH,"Clean Harbors, Inc.",59.2000,Industrials,Waste Management,Large,273.8200,0.0232,0.0255,0.3403,0.1262,0.1850,2026-02-13
ACA,"Arcosa, Inc.",59.0000,Industrials,Engineering & Construction,Mid,127.4700,0.0072,0.1011,0.2551,0.3205,0.2708,2026-02-13
EA,Electronic Arts Inc.,59.0000,Communication Services,Electronic Gaming & Multimedia,Large,200.6200,-0.0012,-0.0173,-0.0026,0.1509,0.5528,2026-02-13
FTDR,"frontdoor, inc.",58.5000,Consumer Cyclical,Personal Services,Mid,56.6400,0.0165,-0.0669,0.0996,-0.0382,-0.0377,2026-02-13
ABCB,Ameris Bancorp,58.4000,Financial Services,Banks - Regional,Mid,84.0200,-0.0206,0.0321,0.1617,0.2072,0.2727,2026-02-13
AL,Air Lease Corporation,58.2000,Industrials,Rental & Leasing Services,Mid,64.7300,0.0025,0.0059,0.0165,0.1382,0.4183,2026-02-13
COF,Capital One Financial Corporati,58.1000,Financial Services,Credit Services,Large,207.3700,-0.0691,-0.1249,-0.0399,-0.0338,0.0644,2026-02-13
GNL,"Global Net Lease, Inc.",58.0000,Real Estate,REIT - Diversified,Mid,9.8500,0.0072,0.0649,0.2627,0.3789,0.5107,2026-02-13
ETN,"Eaton Corporation, PLC",57.9000,Industrials,Specialty Industrial Machinery,Large,389.2500,0.0323,0.1673,0.0994,0.1089,0.2773,2026-02-13
FNB,F.N.B. Corporation,57.8000,Financial Services,Banks - Regional,Mid,18.0700,-0.0449,0.0343,0.1483,0.1662,0.2091,2026-02-13
EE,"Excelerate Energy, Inc.",57.8000,Energy,Oil & Gas Midstream,Mid,41.8400,0.0814,0.2729,0.5835,0.7588,0.4194,2026-02-13
DAR,Darling Ingredients Inc.,57.7000,Consumer Defensive,Packaged Foods,Mid,50.9600,0.0529,0.2605,0.4716,0.6344,0.2586,2026-02-13
ALLE,Allegion plc,57.6000,Industrials,Security & Protection Services,Large,179.5000,0.0088,0.0979,0.0911,0.0738,0.3586,2026-02-13
DVN,Devon Energy Corporation,57.6000,Energy,Oil & Gas E&P,Large,44.6600,0.0271,0.2296,0.2827,0.3434,0.3415,2026-02-13
AVT,"Avnet, Inc.",57.4000,Technology,Electronics & Computer Distribution,Mid,65.7900,-0.0084,0.2860,0.4176,0.2476,0.3381,2026-02-13
FITB,Fifth Third Bancorp,57.3000,Financial Services,Banks - Regional,Large,52.8600,-0.0271,0.0783,0.2561,0.2661,0.2572,2026-02-13
EMR,Emerson Electric Company,57.0000,Industrials,Specialty Industrial Machinery,Large,148.1300,-0.0707,0.0046,0.1626,0.1335,0.2070,2026-02-13
BHF,"Brighthouse Financial, Inc.",56.6000,Financial Services,Insurance - Life,Mid,63.8400,0.0022,-0.0039,-0.0296,0.3975,0.0868,2026-02-13
FHN,First Horizon Corporation,56.5000,Financial Services,Banks - Regional,Large,24.5600,-0.0565,0.0049,0.1538,0.1386,0.1493,2026-02-13
GMED,"Globus Medical, Inc.",56.4000,Healthcare,Medical Devices,Large,88.0900,0.0057,-0.0618,0.0488,0.4544,0.0471,2026-02-13
CSCO,"Cisco Systems, Inc.",56.4000,Technology,Communication Equipment,Mega,76.8500,-0.1144,0.0213,-0.0015,0.1741,0.2330,2026-02-13
AUB,Atlantic Union Bankshares Corpo,56.4000,Financial Services,Banks - Regional,Mid,40.2300,-0.0277,0.0585,0.2547,0.2222,0.1163,2026-02-13
GD,General Dynamics Corporation,56.4000,Industrials,Aerospace & Defense,Large,347.6400,-0.0346,-0.0532,0.0145,0.1176,0.4395,2026-02-13
CNX,CNX Resources Corporation,55.9000,Energy,Oil & Gas E&P,Mid,40.6000,0.0416,0.1309,0.1033,0.4102,0.3316,2026-02-13
AGNC,AGNC Investment Corp.,55.8000,Real Estate,REIT - Mortgage,Large,11.3600,0.0018,-0.0175,0.1575,0.2643,0.2735,2026-02-13
ALLY,Ally Financial Inc.,55.7000,Financial Services,Credit Services,Large,40.8000,-0.0295,-0.0586,0.0480,0.0659,0.1294,2026-02-13
EPR,EPR Properties,55.4000,Real Estate,REIT - Specialty,Mid,58.4900,0.0363,0.0734,0.1695,0.1505,0.2828,2026-02-13
