ticker,name,raw_composite,sector,industry,cap_bucket,price,ret_5d,ret_1m,ret_3m,ret_6m,ret_12m,asof_date
AVA,Avista Corporation,36.2000,Utilities,Utilities - Diversified,Mid,43.0800,0.0510,0.0746,0.0546,0.1849,0.2166,2026-02-13
ACHR,Archer Aviation Inc.,36.0000,Industrials,Aerospace & Defense,Mid,6.7700,-0.0814,-0.2359,-0.1495,-0.3106,-0.2889,2026-02-13
AXTA,Axalta Coating Systems Ltd.,36.0000,Basic Materials,Specialty Chemicals,Mid,34.1300,-0.0023,0.0155,0.1503,0.1223,-0.0887,2026-02-13
BDX,"Becton, Dickinson and Company",35.8000,Healthcare,Medical Instruments & Supplies,Large,175.8900,0.0788,0.0738,0.1653,0.1543,0.0158,2026-02-13
ESAB,ESAB Corporation,35.7000,Industrials,Metal Fabrication,Mid,134.8200,0.0151,0.1068,0.2070,0.2244,0.0492,2026-02-13
BRX,Brixmor Property Group Inc.,35.7000,Real Estate,REIT - Retail,Mid,29.2900,0.0409,0.1235,0.1211,0.1317,0.0891,2026-02-13
BANF,BancFirst Corporation,35.6000,Financial Services,Banks - Regional,Mid,117.6800,-0.0225,0.0296,0.0729,-0.0359,-0.0028,2026-02-13
BGC,"BGC Group, Inc.",35.5000,Financial Services,Capital Markets,Mid,9.2100,-0.0223,0.0291,0.0178,-0.0993,-0.0211,2026-02-13
ADUS,Addus HomeCare Corporation,35.5000,Healthcare,Medical Care Facilities,Mid,113.8000,0.0973,0.0364,0.0273,-0.0114,-0.0146,2026-02-13
AFG,"American Financial Group, Inc.",35.5000,Financial Services,Insurance - Property & Casualty,Large,128.9500,0.0064,-0.0109,-0.0697,0.0182,0.1093,2026-02-13
CME,CME Group Inc.,35.4000,Financial Services,Financial Data & Stock Exchanges,Large,303.0700,-0.0136,0.1118,0.0738,0.1168,0.2348,2026-02-13
AVY,Avery Dennison Corporation,35.3000,Consumer Cyclical,Packaging & Containers,Large,195.8000,0.0335,0.0355,0.1160,0.1327,0.0935,2026-02-13
CL,Colgate-Palmolive Company,35.2000,Consumer Defensive,Household & Personal Products,Large,96.6700,0.0267,0.1532,0.2344,0.1510,0.1288,2026-02-13
ATR,"AptarGroup, Inc.",35.0000,Healthcare,Medical Instruments & Supplies,Mid,142.5800,0.0297,0.1440,0.1908,0.0356,0.0121,2026-02-13
FAF,First American Corporation (New,35.0000,Financial Services,Insurance - Specialty,Mid,67.2200,0.0239,0.1098,0.0592,0.0601,0.1052,2026-02-13
COIN,"Coinbase Global, Inc. - 3",35.0000,Financial Services,Financial Data & Stock Exchanges,Large,164.3200,-0.0175,-0.3133,-0.4197,-0.4825,-0.4488,2026-02-13
CB,Chubb Limited,35.0000,Financial Services,Insurance - Property & Casualty,Large,324.9500,-0.0037,0.0792,0.0970,0.1850,0.2216,2026-02-13
CI,The Cigna Group,35.0000,Healthcare,Healthcare Plans,Large,291.4400,-0.0101,0.0486,0.0819,-0.0078,-0.0080,2026-02-13
CLX,Clorox Company (The),34.9000,Consumer Defensive,Household & Personal Products,Large,125.9400,0.0531,0.1448,0.2212,0.0532,-0.1304,2026-02-13
APPF,"AppFolio, Inc.",34.5000,Technology,Software - Application,Mid,178.4100,-0.0293,-0.1878,-0.2762,-0.3275,-0.1697,2026-02-13
GGG,Graco Inc.,34.4000,Industrials,Specialty Industrial Machinery,Large,94.6700,0.0207,0.0850,0.1701,0.1292,0.1148,2026-02-13
CVBF,CVB Financial Corporation,34.3000,Financial Services,Banks - Regional,Mid,20.5500,-0.0316,0.0337,0.1138,0.0850,0.0515,2026-02-13
FELE,"Franklin Electric Co., Inc.",34.2000,Industrials,Specialty Industrial Machinery,Mid,108.9400,0.0093,0.0874,0.1661,0.1431,0.0925,2026-02-13
ED,"Consolidated Edison, Inc.",34.2000,Utilities,Utilities - Regulated Electric,Large,113.7200,0.0660,0.1086,0.1359,0.1379,0.2298,2026-02-13
FBIN,"Fortune Brands Innovations, Inc",34.1000,Industrials,Building Products & Equipment,Mid,51.3200,-0.1545,-0.1627,0.0563,-0.1168,-0.2350,2026-02-13
ARMK,Aramark,33.8000,Industrials,Specialty Business Services,Large,38.9800,0.0046,-0.0008,0.0149,-0.0133,0.0164,2026-02-13
AXS,Axis Capital Holdings Limited,33.8000,Financial Services,Insurance - Specialty,Mid,101.8500,-0.0117,0.0150,-0.0082,0.0693,0.1259,2026-02-13
EXR,Extra Space Storage Inc,33.8000,Real Estate,REIT - Industrial,Large,146.3600,0.0427,-0.0052,0.1228,0.0930,-0.0180,2026-02-13
BXP,"BXP, Inc.",33.8000,Real Estate,REIT - Office,Large,61.4900,-0.0541,-0.0837,-0.1226,-0.0419,-0.0943,2026-02-13
EQIX,"Equinix, Inc.",33.8000,Real Estate,REIT - Specialty,Large,956.1900,0.1148,0.1925,0.2231,0.2388,0.0597,2026-02-13
DASH,"DoorDash, Inc.",33.7000,Consumer Cyclical,Internet Retail,Large,160.3400,-0.1391,-0.2369,-0.1786,-0.3535,-0.2203,2026-02-13
CROX,"Crocs, Inc.",33.5000,Consumer Cyclical,Footwear & Accessories,Mid,96.8800,0.1521,0.1671,0.3060,0.1438,-0.1197,2026-02-13
BATRK,"Atlanta Braves Holdings, Inc. -",33.5000,Communication Services,Entertainment,Mid,43.1800,0.0877,0.0760,0.1201,-0.0171,0.0733,2026-02-13
BXMT,"Blackstone Mortgage Trust, Inc.",33.4000,Real Estate,REIT - Mortgage,Mid,19.5400,0.0015,0.0021,0.0866,0.0880,0.0841,2026-02-13
CPK,Chesapeake Utilities Corporatio,33.4000,Utilities,Utilities - Regulated Gas,Mid,135.6000,0.0512,0.0770,0.0182,0.1002,0.1267,2026-02-13
COLD,"Americold Realty Trust, Inc.",33.4000,Real Estate,REIT - Industrial,Mid,12.3600,-0.0306,-0.0790,0.1732,-0.1372,-0.3886,2026-02-13
EW,Edwards Lifesciences Corporatio,33.2000,Healthcare,Medical Devices,Large,75.8700,-0.0121,-0.1020,-0.1189,-0.0305,-0.0017,2026-02-13
DUK,Duke Energy Corporation (Holdin,33.2000,Utilities,Utilities - Regulated Electric,Large,128.2000,0.0622,0.0874,0.0552,0.0651,0.1757,2026-02-13
CACC,Credit Acceptance Corporation,33.1000,Financial Services,Credit Services,Mid,483.9800,-0.0389,0.0222,0.0994,0.0195,-0.0545,2026-02-13
APD,"Air Products and Chemicals, Inc",33.0000,Basic Materials,Specialty Chemicals,Large,279.7400,-0.0232,0.0517,0.0713,-0.0235,-0.0887,2026-02-13
ADT,ADT Inc.,32.8000,Industrials,Security & Protection Services,Mid,7.7400,-0.0456,-0.0652,-0.0701,-0.0964,0.0605,2026-02-13
GEHC,GE HealthCare Technologies Inc.,32.6000,Healthcare,Medical Devices,Large,80.3400,0.0159,-0.0263,0.0865,0.0955,-0.1390,2026-02-13
FRME,First Merchants Corporation,32.6000,Financial Services,Banks - Regional,Mid,42.0500,0.0005,0.0914,0.1745,0.1023,-0.0254,2026-02-13
ALKS,Alkermes plc,32.6000,Healthcare,Drug Manufacturers - Specialty & Generic,Mid,33.1600,-0.0482,0.0621,0.0693,0.1415,-0.0789,2026-02-13
AMT,American Tower Corporation (REI,32.5000,Real Estate,REIT - Specialty,Large,192.1000,0.1059,0.0581,0.0709,-0.0507,0.0466,2026-02-13
ESNT,Essent Group Ltd.,32.5000,Financial Services,Insurance - Specialty,Mid,61.4200,-0.0394,0.0047,0.0036,-0.0071,0.0724,2026-02-13
EXP,Eagle Materials Inc,32.5000,Basic Materials,Building Materials,Mid,235.1100,0.0357,0.0189,0.1600,0.0092,-0.0571,2026-02-13
CMG,"Chipotle Mexican Grill, Inc.",32.3000,Consumer Cyclical,Restaurants,Large,36.3000,-0.0831,-0.1006,0.1568,-0.1757,-0.3755,2026-02-13
ARE,Alexandria Real Estate Equities,32.2000,Real Estate,REIT - Office,Mid,52.4900,-0.0660,-0.0833,0.0196,-0.2889,-0.4169,2026-02-13
ACM,AECOM,32.1000,Industrials,Engineering & Construction,Large,88.3100,-0.1401,-0.1101,-0.3379,-0.2577,-0.1270,2026-02-13
CALM,"Cal-Maine Foods, Inc.",32.1000,Consumer Defensive,Farm Products,Mid,83.4400,0.0115,0.0913,-0.0809,-0.2273,-0.1654,2026-02-13
BL,"BlackLine, Inc.",32.0000,Technology,Software - Application,Mid,38.6100,-0.1025,-0.2636,-0.3036,-0.2404,-0.2612,2026-02-13
EPAC,Enerpac Tool Group Corp.,31.8000,Industrials,Specialty Industrial Machinery,Mid,43.0200,0.0137,0.0391,0.1082,0.0312,-0.0494,2026-02-13
AWK,"American Water Works Company, I",31.8000,Utilities,Utilities - Regulated Water,Large,133.5000,0.0932,0.0079,0.0224,-0.0601,0.0787,2026-02-13
DTE,DTE Energy Company,31.7000,Utilities,Utilities - Regulated Electric,Large,144.9400,0.0733,0.0767,0.0620,0.0612,0.1723,2026-02-13
GEN,Gen Digital Inc.,31.7000,Technology,Software - Infrastructure,Large,23.7200,-0.0306,-0.0960,-0.1033,-0.2356,-0.1339,2026-02-13
FIZZ,National Beverage Corp.,31.6000,Consumer Defensive,Beverages - Non-Alcoholic,Mid,36.3500,0.0344,0.0900,0.1082,-0.1883,-0.0825,2026-02-13
GME,GameStop Corporation,31.5000,Consumer Cyclical,Specialty Retail,Large,23.5700,-0.0434,0.1035,0.1245,0.0275,-0.1052,2026-02-13
AEE,Ameren Corporation,31.5000,Utilities,Utilities - Regulated Electric,Large,110.9700,0.0644,0.0749,0.0668,0.1194,0.1624,2026-02-13
BR,"Broadridge Financial Solutions,",31.5000,Technology,Information Technology Services,Large,173.7000,-0.0406,-0.2082,-0.2268,-0.3280,-0.2731,2026-02-13
COO,"The Cooper Companies, Inc.",31.5000,Healthcare,Medical Instruments & Supplies,Large,82.9900,0.0185,0.0083,0.1567,0.1328,-0.1141,2026-02-13
EFX,"Equifax, Inc.",31.3000,Industrials,Consulting Services,Large,192.8000,-0.0340,-0.1205,-0.0664,-0.2183,-0.2254,2026-02-13
BKNG,Booking Holdings Inc. Common St,31.3000,Consumer Cyclical,Travel Services,Large,4140.6001,-0.0228,-0.2027,-0.1827,-0.2381,-0.1672,2026-02-13
EXC,Exelon Corporation,30.9000,Utilities,Utilities - Regulated Electric,Large,48.4800,0.1026,0.0981,0.0667,0.0970,0.1692,2026-02-13
EXE,Expand Energy Corporation,30.9000,Energy,Oil & Gas E&P,Large,104.0500,0.0078,0.0455,-0.1179,0.0991,0.0219,2026-02-13
CPRX,"Catalyst Pharmaceuticals, Inc.",30.6000,Healthcare,Biotechnology,Mid,24.3300,-0.0049,0.0597,0.0569,0.2027,0.0460,2026-02-13
BSY,"Bentley Systems, Incorporated",30.4000,Technology,Software - Application,Large,34.1000,-0.0099,-0.1272,-0.2110,-0.3564,-0.2655,2026-02-13
BBY,"Best Buy Co., Inc.",30.4000,Consumer Cyclical,Specialty Retail,Large,65.8000,-0.0191,-0.0343,-0.1249,-0.0572,-0.2224,2026-02-13
APO,"Apollo Global Management, Inc. ",30.3000,Financial Services,Asset Management,Large,125.0700,-0.0663,-0.1324,-0.0245,-0.0959,-0.1969,2026-02-13
EPAM,"EPAM Systems, Inc.",30.3000,Technology,Information Technology Services,Mid,166.3700,-0.1268,-0.2270,-0.0781,0.0549,-0.3784,2026-02-13
DKS,Dick's Sporting Goods Inc,30.2000,Consumer Cyclical,Specialty Retail,Large,201.2500,-0.0033,-0.0546,-0.0805,-0.0916,-0.1509,2026-02-13
ALL,Allstate Corporation (The),30.2000,Financial Services,Insurance - Property & Casualty,Large,207.5100,0.0379,0.0616,-0.0126,0.0132,0.0976,2026-02-13
CWT,California Water Service Group,30.0000,Utilities,Utilities - Regulated Water,Mid,46.5600,0.0584,0.0148,0.0245,0.0152,0.0498,2026-02-13
CNO,"CNO Financial Group, Inc.",29.8000,Financial Services,Insurance - Life,Mid,43.0600,0.0082,0.0228,0.0443,0.1545,0.0555,2026-02-13
CORT,Corcept Therapeutics Incorporat,29.6000,Healthcare,Biotechnology,Mid,39.9700,-0.0324,0.1294,-0.4723,-0.4429,-0.4570,2026-02-13
CUBE,CubeSmart,29.4000,Real Estate,REIT - Industrial,Mid,38.9300,0.0202,-0.0054,0.0781,0.0132,-0.0241,2026-02-13
AFL,AFLAC Incorporated,29.4000,Financial Services,Insurance - Life,Large,114.9100,0.0151,0.0484,0.0043,0.1021,0.1283,2026-02-13
CARG,"CarGurus, Inc.",29.3000,Consumer Cyclical,Auto & Truck Dealerships,Mid,27.3400,-0.0410,-0.2130,-0.2452,-0.1559,-0.3185,2026-02-13
EOG,"EOG Resources, Inc.",29.2000,Energy,Oil & Gas E&P,Large,120.7300,0.0602,0.1283,0.1157,0.0341,-0.0296,2026-02-13
FRT,Federal Realty Investment Trust,28.8000,Real Estate,REIT - Retail,Mid,104.8000,-0.0123,0.0295,0.0856,0.1421,-0.0192,2026-02-13
ABNB,"Airbnb, Inc.",28.7000,Consumer Cyclical,Travel Services,Large,121.3500,0.0003,-0.0848,0.0013,-0.0300,-0.1396,2026-02-13
BJ,"BJ's Wholesale Club Holdings, I",28.7000,Consumer Defensive,Discount Stores,Large,102.7800,0.0249,0.0829,0.0935,-0.0045,-0.0390,2026-02-13
BANR,Banner Corporation,28.6000,Financial Services,Banks - Regional,Mid,64.2000,-0.0143,-0.0189,0.0522,0.0240,-0.0329,2026-02-13
AIG,"American International Group, I",28.6000,Financial Services,Insurance - Diversified,Large,78.2700,0.0450,0.0573,0.0042,-0.0108,0.0464,2026-02-13
BROS,Dutch Bros Inc.,28.5000,Consumer Cyclical,Restaurants,Mid,53.2000,-0.0642,-0.1299,-0.0392,-0.1554,-0.3632,2026-02-13
FFIN,"First Financial Bankshares, Inc",28.4000,Financial Services,Banks - Regional,Mid,33.4800,-0.0307,0.0254,0.0876,-0.0429,-0.0880,2026-02-13
CHD,"Church & Dwight Company, Inc.",28.4000,Consumer Defensive,Household & Personal Products,Large,101.4500,0.0340,0.1253,0.2022,0.1042,-0.0416,2026-02-13
BUR,Burford Capital Limited,28.3000,Financial Services,Asset Management,Mid,9.3900,0.0468,-0.0448,0.0768,-0.2993,-0.3801,2026-02-13
COST,Costco Wholesale Corporation,28.2000,Consumer Defensive,Discount Stores,Mega,1018.4800,0.0209,0.0660,0.1025,0.0507,-0.0490,2026-02-13
CURB,Curbline Properties Corp.,28.0000,Real Estate,REIT - Retail,Mid,26.2000,0.0210,0.0926,0.1385,0.1856,0.0694,2026-02-13
AMCR,Amcor plc,28.0000,Consumer Cyclical,Packaging & Containers,Large,50.0900,0.0347,0.1343,0.1676,0.1475,0.0185,2026-02-13
